C:\Users\Maor\Desktop\Driving Data\IMG\center_2020_06_03_08_11_43_204.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\left_2020_06_03_08_11_43_204.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\right_2020_06_03_08_11_43_204.jpg, 0, 0, 0, 7.892509E-05
C:\Users\Maor\Desktop\Driving Data\IMG\center_2020_06_03_08_11_43_306.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\left_2020_06_03_08_11_43_306.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\right_2020_06_03_08_11_43_306.jpg, 0, 0, 0, 8.075329E-05
C:\Users\Maor\Desktop\Driving Data\IMG\center_2020_06_03_08_11_43_407.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\left_2020_06_03_08_11_43_407.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\right_2020_06_03_08_11_43_407.jpg, 0, 0, 0, 7.876087E-05
C:\Users\Maor\Desktop\Driving Data\IMG\center_2020_06_03_08_11_43_510.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\left_2020_06_03_08_11_43_510.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\right_2020_06_03_08_11_43_510.jpg, 0, 0, 0, 7.792454E-05
C:\Users\Maor\Desktop\Driving Data\IMG\center_2020_06_03_08_11_43_614.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\left_2020_06_03_08_11_43_614.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\right_2020_06_03_08_11_43_614.jpg, 0, 0, 0, 7.801205E-05
C:\Users\Maor\Desktop\Driving Data\IMG\center_2020_06_03_08_11_43_713.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\left_2020_06_03_08_11_43_713.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\right_2020_06_03_08_11_43_713.jpg, 0, 0.1124472, 0, 0.04488946
C:\Users\Maor\Desktop\Driving Data\IMG\center_2020_06_03_08_11_43_814.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\left_2020_06_03_08_11_43_814.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\right_2020_06_03_08_11_43_814.jpg, 0, 0.4081662, 0, 0.3493137
C:\Users\Maor\Desktop\Driving Data\IMG\center_2020_06_03_08_11_43_916.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\left_2020_06_03_08_11_43_916.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\right_2020_06_03_08_11_43_916.jpg, 0, 0.7071918, 0, 1.042704
C:\Users\Maor\Desktop\Driving Data\IMG\center_2020_06_03_08_11_44_019.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\left_2020_06_03_08_11_44_019.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\right_2020_06_03_08_11_44_019.jpg, 0, 1, 0, 2.090117
C:\Users\Maor\Desktop\Driving Data\IMG\center_2020_06_03_08_11_44_120.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\left_2020_06_03_08_11_44_120.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\right_2020_06_03_08_11_44_120.jpg, 0, 1, 0, 3.516973
C:\Users\Maor\Desktop\Driving Data\IMG\center_2020_06_03_08_11_44_221.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\left_2020_06_03_08_11_44_221.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\right_2020_06_03_08_11_44_221.jpg, -0.2059644, 1, 0, 4.683584
C:\Users\Maor\Desktop\Driving Data\IMG\center_2020_06_03_08_11_44_323.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\left_2020_06_03_08_11_44_323.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\right_2020_06_03_08_11_44_323.jpg, -0.3328869, 1, 0, 5.819408
C:\Users\Maor\Desktop\Driving Data\IMG\center_2020_06_03_08_11_44_427.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\left_2020_06_03_08_11_44_427.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\right_2020_06_03_08_11_44_427.jpg, -0.03707702, 1, 0, 6.967164
C:\Users\Maor\Desktop\Driving Data\IMG\center_2020_06_03_08_11_44_532.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\left_2020_06_03_08_11_44_532.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\right_2020_06_03_08_11_44_532.jpg, -0.0584319, 1, 0, 8.100541
C:\Users\Maor\Desktop\Driving Data\IMG\center_2020_06_03_08_11_44_635.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\left_2020_06_03_08_11_44_635.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\right_2020_06_03_08_11_44_635.jpg, -0.3390858, 1, 0, 9.196515
C:\Users\Maor\Desktop\Driving Data\IMG\center_2020_06_03_08_11_44_738.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\left_2020_06_03_08_11_44_738.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\right_2020_06_03_08_11_44_738.jpg, -0.03985856, 1, 0, 10.30924
C:\Users\Maor\Desktop\Driving Data\IMG\center_2020_06_03_08_11_44_842.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\left_2020_06_03_08_11_44_842.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\right_2020_06_03_08_11_44_842.jpg, -0.2111706, 1, 0, 11.71974
C:\Users\Maor\Desktop\Driving Data\IMG\center_2020_06_03_08_11_44_947.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\left_2020_06_03_08_11_44_947.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\right_2020_06_03_08_11_44_947.jpg, -0.5109255, 1, 0, 12.50883
C:\Users\Maor\Desktop\Driving Data\IMG\center_2020_06_03_08_11_45_048.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\left_2020_06_03_08_11_45_048.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\right_2020_06_03_08_11_45_048.jpg, -0.4444116, 1, 0, 13.68647
C:\Users\Maor\Desktop\Driving Data\IMG\center_2020_06_03_08_11_45_148.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\left_2020_06_03_08_11_45_148.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\right_2020_06_03_08_11_45_148.jpg, -0.300615, 1, 0, 14.66126
C:\Users\Maor\Desktop\Driving Data\IMG\center_2020_06_03_08_11_45_249.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\left_2020_06_03_08_11_45_249.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\right_2020_06_03_08_11_45_249.jpg, -0.5250498, 1, 0, 15.79694
C:\Users\Maor\Desktop\Driving Data\IMG\center_2020_06_03_08_11_45_351.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\left_2020_06_03_08_11_45_351.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\right_2020_06_03_08_11_45_351.jpg, -0.221416, 1, 0, 16.77354
C:\Users\Maor\Desktop\Driving Data\IMG\center_2020_06_03_08_11_45_455.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\left_2020_06_03_08_11_45_455.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\right_2020_06_03_08_11_45_455.jpg, 0, 1, 0, 17.83693
C:\Users\Maor\Desktop\Driving Data\IMG\center_2020_06_03_08_11_45_557.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\left_2020_06_03_08_11_45_557.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\right_2020_06_03_08_11_45_557.jpg, 0, 1, 0, 18.85487
C:\Users\Maor\Desktop\Driving Data\IMG\center_2020_06_03_08_11_45_658.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\left_2020_06_03_08_11_45_658.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\right_2020_06_03_08_11_45_658.jpg, 0, 1, 0, 19.86855
C:\Users\Maor\Desktop\Driving Data\IMG\center_2020_06_03_08_11_45_761.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\left_2020_06_03_08_11_45_761.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\right_2020_06_03_08_11_45_761.jpg, -0.0653304, 1, 0, 21.0805
C:\Users\Maor\Desktop\Driving Data\IMG\center_2020_06_03_08_11_45_863.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\left_2020_06_03_08_11_45_863.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\right_2020_06_03_08_11_45_863.jpg, -0.3685482, 1, 0, 22.01451
C:\Users\Maor\Desktop\Driving Data\IMG\center_2020_06_03_08_11_45_962.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\left_2020_06_03_08_11_45_962.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\right_2020_06_03_08_11_45_962.jpg, -0.4088775, 1, 0, 22.85968
C:\Users\Maor\Desktop\Driving Data\IMG\center_2020_06_03_08_11_46_069.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\left_2020_06_03_08_11_46_069.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\right_2020_06_03_08_11_46_069.jpg, -0.1093116, 1, 0, 23.84611
C:\Users\Maor\Desktop\Driving Data\IMG\center_2020_06_03_08_11_46_169.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\left_2020_06_03_08_11_46_169.jpg, C:\Users\Maor\Desktop\Driving Data\IMG\right_2020_06_03_08_11_46_169.jpg, -0.2369919, 1, 0, 24.80594
